category,sub_category,category_code,category_description,material_code,material_description
AC,SPLIT,41000100,1.5T 3DC HD 3S -SNOW WHT,41105,1.5T 3DCOOL HD 3S -SNOW WHITE
AC,SPLIT,41000098,1.2T 3DC HD 5S -SNOW WHT,41103,1.2T 3DCOOL HD 5S -SNOW WHITE
AC,SPLIT,41000097,1T 3DC HD 5S -WINE SLV,41102,1T 3DCOOL HD 5S -WINE SILVER
AC,SPLIT,41000096,1T 3DC HD 5S -SNOW WHT,41101,1T 3DCOOL HD 5S -SNOW WHITE
AC,SPLIT,41000093,1.5T 3DC XTRM HD 5S -WINE,41098,1.5T 3DCOOL XTREME HD 5S -WINE SILVER
AC,SPLIT,41000092,1.5T 3DC XTRM HD 5S  -WHT,41097,1.5T 3DCOOL XTREME HD 5S  -WHITE GOLD
AC,SPLIT,41000091,1.5T 3DC XTRM HD 3S -WINE,41096,1.5T 3DCOOL XTREME HD 3S -WINE SILVER
AC,SPLIT,41000090,1.5T 3DC XTRM HD 3S -WHT,41095,1.5T 3DCOOL XTREME HD 3S -WHITE GOLD
AC,SPLIT,41000089,1T 3DC XTRM HD 5S -WINE S,41094,1T 3DCOOL XTREME HD 5S -WINE SILVER
AC,SPLIT,41000088,1T 3DC XTRM HD 5S -WHT GL,41093,1T 3DCOOL XTREME HD 5S -WHITE GOLD
AC,SPLIT,41000086,1.5T 3D COOL DLX PLUS III,41091,1.5T 3D COOL DLX PLUS III SILVER
AC,SPLIT,41000085,1.5T MAGICOOL DLX PLS III,41090,1.5T MAGICOOL DLX PLUS III WHITE
AC,SPLIT,41000043,1.5 T3D COOL V WHITE -CUF,41089,1.5T Hot & Cold CUFT
AC,SPLIT,41000043,1.5 T3D COOL V WHITE -CUF,41087,1.5 Ton Fantasia Inv White (New)-CUFT
AC,SPLIT,41000043,1.5 T3D COOL V WHITE -CUF,41086,1.5T MAGICOOL CLS  II WHITE -CUFT
AC,SPLIT,41000084,1.5 T M MIND DLX III WHT,41085,1.5 T MASTERMIND DLX III WHITE
AC,SPLIT,41000083,1.2 T 3D CL PLT V SLV,41084,1.2 T 3D COOL PLT V SILVER
AC,SPLIT,41000082,1.2 T 3D CL PLT V WHT,41083,1.2 T 3D COOL PLT V WHITE
AC,SPLIT,41000081,1 T 3D CL DLX PLS III WHT,41082,1 T 3D COOL DLX PLUS III WHITE
AC,SPLIT,41000080,1.5 T FANTASIA INV WHT(N),41081,1.5 TON FANTASIA INV WHITE (NEW)
AC,SPLIT,41000079,1 T FANTASIA INV WHT(N),41080,1.0 TON FANTASIA INV WHITE (NEW)
AC,SPLIT,41000078,1.5 T 3D CL XTRM PLT V SL,41079,1.5 T 3D COOL XTREME PLT V SILVER
AC,SPLIT,41000077,1.5 T 3D CL XTRM PLT V WH,41078,1.5 T 3D COOL XTREME PLT V WHITE
AC,SPLIT,41000076,1.2 T 3D CL XTRM PLT V SL,41077,1.2 T 3D COOL XTREME PLT V SILVER
AC,SPLIT,41000075,1.2 T 3D CL XTRM PLT V WH,41076,1.2 T 3D COOL XTREME PLT V WHITE
AC,SPLIT,41000074,1 T 3D CL XTRM PLT V SLV,41075,1 T 3D COOL XTREME PLT V SILVER
AC,SPLIT,41000073,1 T 3D CL XTRM PLT V WHT,41074,1 T 3D COOL XTREME PLT V WHITE
AC,SPLIT,41000072,1.5 T  3D CL PLT V SLV,41073,1.5 T  3D COOL PLT V SILVER
AC,SPLIT,41000071,1.5 T  3D CL PLT V WHT,41072,1.5 T  3D COOL PLT V WHITE
AC,SPLIT,41000070,2.0 T  3D CL DLX  III WHT,41071,2.0 T  3D COOL DLX  III WHITE
AC,SPLIT,41000069,1.5 T 3D CL DLX PLS III W,41070,1.5 T 3D COOL DLX PLUS III WHITE
AC,SPLIT,41000068,1.5 T 3D CL DLX III WINE,41069,1.5 T 3D COOL DLX III WINE
AC,SPLIT,41000067,1.5 T 3D CL DLX III SLV,41068,1.5 T 3D COOL DLX III SILVER
AC,SPLIT,41000066,1.5 T 3D CL DLX III WHT,41067,1.5 T 3D COOL DLX III WHITE
AC,SPLIT,41000065,1.5T MGCL DLX  III WINE,41066,1.5T MAGICOOL DLX  III WINE
AC,SPLIT,41000064,1.5T MGCL DLX III SLV,41065,1.5T MAGICOOL DLX III SILVER
AC,SPLIT,41000063,1.5T MGCL DLX  III WHT,41064,1.5T MAGICOOL DLX  III WHITE
AC,SPLIT,41000062,1.5T MGCL CLS  II WINE,41063,1.5T MAGICOOL CLS  II WINE
AC,SPLIT,41000061,1.5T MGCL CLS II SLV,41062,1.5T MAGICOOL CLS II SILVER
AC,SPLIT,41000060,1.5T MGCL CLS  II WHT,41061,1.5T MAGICOOL CLS  II WHITE
AC,SPLIT,41000059,1 T 3D CL PLT V SLV,41060,1 T 3D COOL PLT V SILVER
AC,SPLIT,41000058,1 T 3D CL PLT V WHT,41059,1 T 3D COOL PLT V WHITE
AC,SPLIT,41000057,1 T 3D CL DLX III WINE,41058,1 T 3D COOL DLX III WINE
AC,SPLIT,41000056,1 T 3D CL DLX III SLV,41057,1 T 3D COOL DLX III SILVER
AC,SPLIT,41000055,1 T 3D CL DLX III WHT,41056,1 T 3D COOL DLX III WHITE
AC,SPLIT,41000053,1 T MGCL DLX III SLV,41055,1 T MAGICOOL DLX  III WINE
AC,SPLIT,41000053,1 T MGCL DLX III SLV,41054,1 T MAGICOOL DLX III SILVER
AC,SPLIT,41000052,1 T MGCL DLX  III WHT,41053,1 T MAGICOOL DLX  III WHITE
AC,SPLIT,41000051,1 T MGCL CLS  II WINE,41052,1 T MAGICOOL CLS  II WINE
AC,SPLIT,41000050,1 T MGCL CLS II SLV,41051,1 T MAGICOOL CLS II SILVER
AC,SPLIT,41000049,1 T MGCL CLS  II WHT,41050,1 T MAGICOOL CLS  II WHITE
AC,SPLIT,41000048,2.0 T 3D COOL III WHITE,41049,2.0 T 3D COOL III WHITE
AC,SPLIT,41000047,2.0T OLD SPLIT,41048,2.0T Old Split
AC,SPLIT,41000046,1.5T OLD SPLIT,41047,1.5T Old Split
AC,SPLIT,41000045,1.2T OLD SPLIT,41046,1.2T Old Split
AC,SPLIT,41000044,1.0T OLD SPLIT,41045,1.0T Old Split
AC,SPLIT,41000043,1.5 T3D COOL V WHITE -CUF,41044,1.5 T 3D Cool Deluxe III White-CUFT
AC,SPLIT,41000043,1.5 T3D COOL V WHITE -CUF,41043,1.5 T3D Cool CC Platinum V Whit-CUFT
AC,SPLIT,41000042,1.0T 3D COOL V WHITE-CUFT,41042,1 T 3D Cool CC Platinum V White-CUFT
AC,SPLIT,41000041,1.5 T MAGICOOL II WINE,41041,1.5 T MAGICOOL II WINE
AC,SPLIT,41000040,1.5 T MAGICOOL II SILVER,41040,1.5 T MAGICOOL II SILVER
AC,SPLIT,41000039,1.5 T MAGICOOL II WHITE,41039,1.5 T MAGICOOL II WHITE
AC,SPLIT,41000038,1.5 T3D COOL CC PLT V SLV,41038,1.5 T 3D COOL CC PLATINUM V SILVER
AC,SPLIT,41000037,1.5 T3D COOL CC PLT V WHT,41037,1.5 T 3D COOL CC PLATINUM V WHITE
AC,SPLIT,41000034,1.5T3D COOL  ELITE IV SLV,41034,1.5 T 3D COOL  ELITE IV SILVER
AC,SPLIT,41000033,1.5T3D COOL  ELITE IV WHT,41033,1.5 T 3D COOL  ELITE IV WHITE
AC,SPLIT,41000032,1 T 3D COOL CC PLT V SLV,41032,1 T 3D COOL CC PLATINUM V SILVER
AC,SPLIT,41000031,1 T 3D COOL CC PLT V WHT,41031,1 T 3D COOL CC PLATINUM V WHITE
AC,SPLIT,41000026,2.0 T  3D COOL CLS II WHT,41026,2.0 T  3D COOL CLASSIC II WHITE
AC,SPLIT,41000025,1.5T3D COL DLXPLS III WHT,41025,1.5T 3D COOL DELUXE PLUS III WHITE
AC,SPLIT,41000024,1.5 T3D COOL DLX III WINE,41024,1.5 T  3D COOL DELUXE III WINE
AC,SPLIT,41000023,1.5 T 3D COOL DLX III SLV,41023,1.5 T  3D COOL DELUXE III SILVER
AC,SPLIT,41000022,1.5 T 3D COOL DLX III WHT,41022,1.5 T  3D COOL DELUXE III WHITE
AC,SPLIT,41000017,1.2 T  3D COOL PLT V SLV,41017,1.2 T  3D COOL PLATINUM V SILVER
AC,SPLIT,41000016,1.2 T  3D COOL PLT V WHT,41016,1.2 T  3D COOL PLATINUM V WHITE
AC,SPLIT,41000015,1.5 TMAGICOOL CLS II WINE,41015,1.5 T MAGICOOL CLASSIC II WINE
AC,SPLIT,41000014,1.5 T MAGICOOL CLS II SLV,41014,1.5 T MAGICOOL CLASSIC II SILVER
AC,SPLIT,41000013,1.5 T MAGICOOL CLS II WHT,41013,1.5 T MAGICOOL CLASSIC II WHITE
AC,SPLIT,41000012,1.2 T MAGICOOL PLT V SLV,41012,1.2 T MAGICOOL PLATINUM V SILVER
AC,SPLIT,41000011,1.2 T MAGICOOL PLT  V WHT,41011,1.2 T MAGICOOL PLATINUM  V WHITE
AC,SPLIT,41000001,1 T MAGICOOL CLS  II WHT,41001,1 T MAGICOOL CLASSIC  II WHITE
VA,FULLY AUTOMATIC,31000447,360 BW PRO INV H 11 JUNIP,31695,360 BW PRO INV H 11 JUNIPER 12YMW
FF,FF TOP MOUNT,20004875,IFPRO INV CNV 375GD SAND,22430,IFPRO INV CNV 375GD BLUE OPAL(2S)-Y
FF,FF TOP MOUNT,20004873,IFPRO INV CNV 375GD CRYST,22428,IFPRO INV CNV 375GD CRYSTAL MIRROR(2S)-Y
FF,FF TOP MOUNT,20004872,IFPRO INV CNV 375GD CRYST,22427,IFPRO INV CNV 375GD CRYSTAL BLACK(2S)-Y
FF,FF TOP MOUNT,20004865,IFPRO BM INV 340 ELT OMEG,22420,IFPRO BM INV 340 ELT OMEGA STEEL(2S)-Y
FF,FF TOP MOUNT,20004862,IFPRO INV CNV 355GD CRYST,22417,IFPRO INV CNV 355GD CRYSTAL BLACK(2S)-Y
FF,FF 3 DOOR,20004836,PRONXT INV SP260 3D PRM L,22391,PRONXT INV SP260 3D PRM LUNAR STL(4S)-Y
FF,FF TOP MOUNT,20004830,IF INV ELT 305GD MAGNA MR,22385,IF INV ELT 305GD MAGNA MARBLE(2S)-Y
FF,FF 3 DOOR,20004810,PRONXT DF285 3D PRM TITAN,22363,PRONXT DF285 3D PRM TITAN STEEL(2S)-Y
FF,FF 3 DOOR,20004809,PRONXT DF285 3D PRM ILUSA,22362,PRONXT DF285 3D PRM ILLUSIA STEEL(2S)-Y
FF,FF 3 DOOR,20004808,PRONXT INV DF285 3D PRM A,22361,PRONXT INV DF285 3D PRM ATHENA STL(4S)-Y
FF,FF 3 DOOR,20004807,PRONXT DF285 3D PRM ATHEN,22360,PRONXT DF285 3D PRM ATHENA STEEL(3S)-Y
FF,FF 3 DOOR,20004806,PRONXT INV DF285 3D PRM A,22359,PRONXT INV DF285 3D PRM ALPHA STL(4S)-Y
FF,FF TOP MOUNT,20004785,NEO 278GD PRM MAGNA MRBL(,22334,NEO 278GD PRM MAGNA MARBLE(2S)-Y
FF,FF TOP MOUNT,20004769,NEO 278GD PRM CRYSTL WINE,22312,NEO 278GD PRM CRYSTAL WINE(1S)-Y
AC,SPLIT,43000135,1.0T NEOCOOL PRO 3S COPR,43146,1.0T NEOCOOL PRO 3S COPR -O
AC,SPLIT,43000107,1.0T MAGICOOL PRO 3S COPR,43118,1.0T MAGICOOL PRO 3S COPR -ODU
AC,SPLIT,42000182,1.0T NEOCOOL PRO 3S COPR,42206,1.0T NEOCOOL PRO 3S COPR -I
AC,SPLIT,42000153,1.0T MAGICOOL PRO 3S COPR,42177,1.0T MAGICOOL PRO 3S COPR-I
AC,SPLIT,41000191,1.0T NEOCOOL PRO 3S COPR,41229,1.0T NEOCOOL PRO 3S COPR
AC,SPLIT,41000163,1.0T MAGICOOL PRO 3S COPR,41195,1.0T MAGICOOL PRO 3S COPR
AC,SPLIT,43000136,1.5T NEOCOOL PRO 3S COPR,43147,1.5T NEOCOOL PRO 3S COPR -O
AC,SPLIT,43000124,1.5T MAGICOOL ELITE 3S CO,43135,1.5T MAGICOOL ELITE 3S COPR-O
AC,SPLIT,43000111,1.5T MAGICOOL PRO 3S COPR,43122,1.5T MAGICOOL PRO 3S COPR INV-O
AC,SPLIT,42000183,1.5T NEOCOOL PRO 3S COPR,42207,1.5T NEOCOOL PRO 3S COPR -I
AC,SPLIT,42000171,1.5T MAGICOOL ELITE 3S CO,42195,1.5T MAGICOOL ELITE 3S COPR-I
AC,SPLIT,42000157,1.5T MAGICOOL PRO 3S COPR,42181,1.5T MAGICOOL PRO 3S COPR INV-I
AC,SPLIT,41000192,1.5T NEOCOOL PRO 3S COPR,41230,1.5T NEOCOOL PRO 3S COPR
AC,SPLIT,41000180,1.5T MAGICOOL ELITE 3S CO,41218,1.5T MAGICOOL ELITE 3S COPR
AC,SPLIT,41000164,1.5T MAGICOOL PRO 3S COPR,41196,1.5T MAGICOOL PRO 3S COPR
AC,SPLIT,43000149,1.0T 3DCOOL ELITE PRO 3S,43160,1.0T 3DCOOL ELITE PRO 3S COPR INV (N)-O
AC,SPLIT,43000131,1.0T 3DCOOL ELITE PRO 5S,43142,1.0T 3DCOOL ELITE PRO 5S COPR INV-O
AC,SPLIT,43000127,1.0T 3DCOOL ELITE WIFI PR,43138,1.0T 3DCOOL ELITE WIFI PRO 3S COPR INV-O
AC,SPLIT,43000125,1.0T 3DCOOL ELITE PRO 3S,43136,1.0T 3DCOOL ELITE PRO 3S COPR INV-O
AC,SPLIT,43000109,1.0T MAGICOOL PRO 3S COPR,43120,1.0T MAGICOOL PRO 3S COPR INV-O
AC,SPLIT,43000092,1.0T 3DCOL ECO INVTR 3S-W,43098,1.0T 3DCOOL ECO INVERTER 3S-W-ODU
AC,SPLIT,43000083,1.0T MGCL INVTR 3S COPR-W,43089,1.0T MAGICOOL INVERTER 3S COPR-W-ODU
AC,SPLIT,42000200,1.0T 3DCOOL ELITE PRO 3S,42224,1.0T 3DCOOL ELITE PRO 3S COPR INV (N)-I
AC,SPLIT,42000178,1.0T 3DCOOL ELITE PRO 5S,42202,1.0T 3DCOOL ELITE PRO 5S COPR INV-I
AC,SPLIT,42000174,1.0T 3DCOOL ELITE WIFI PR,42198,1.0T 3DCOOL ELITE WIFI PRO 3S COPR INV-I
AC,SPLIT,42000172,1.0T 3DCOOL ELITE PRO 3S,42196,1.0T 3DCOOL ELITE PRO 3S COPR INV-I
AC,SPLIT,42000155,1.0T MAGICOOL PRO 3S COPR,42179,1.0T MAGICOOL PRO 3S COPR INV-I
AC,SPLIT,42000138,1.0T 3DCOL ECO INVTR 3S-W,42157,1.0T 3DCOOL ECO INVERTER 3S-W-I
AC,SPLIT,42000129,1.0T MGCL INVTR 3S COPR-W,42148,1.0T MAGICOOL INVERTER 3S COPR-W-I
AC,SPLIT,41000205,1.0T 3DCOOL ELITE PRO 3S,41249,1.0T 3DCOOL ELITE PRO 3S COPR INV (N)
AC,SPLIT,41000183,1.0T 3DCOOL ELITE WIFI PR,41221,1.0T 3DCOOL ELITE WIFI PRO 3S COPR INV
AC,SPLIT,41000181,1.0T 3DCOOL ELITE PRO 3S,41219,1.0T 3DCOOL ELITE PRO 3S COPR INV
AC,SPLIT,41000165,1.0T MAGICOOL PRO 3S COPR,41197,1.0T MAGICOOL PRO 3S COPR INV
AC,SPLIT,41000148,1.0T 3DCOL ECO INVTR 3S-W,41175,1.0T 3DCOOL ECO INVERTER 3S-W
AC,SPLIT,41000139,1.0T MGCL INVTR 3S COPR-W,41166,1.0T MAGICOOL INVERTER 3S COPR-W
AC,SPLIT,43000110,1.0T MAGICOOL PRO 5S COPR,43121,1.0T MAGICOOL PRO 5S COPR INV-O
AC,SPLIT,42000156,1.0T MAGICOOL PRO 5S COPR,42180,1.0T MAGICOOL PRO 5S COPR INV-I
AC,SPLIT,41000187,1.0T 3DCOOL ELITE PRO 5S,41225,1.0T 3DCOOL ELITE PRO 5S COPR INV
AC,SPLIT,41000166,1.0T MAGICOOL PRO 5S COPR,41198,1.0T MAGICOOL PRO 5S COPR INV
AC,SPLIT,43000126,1.5T 3DCOOL ELITE PRO 3S,43137,1.5T 3DCOOL ELITE PRO 3S COPR INV-O
AC,SPLIT,43000108,1.5T MAGICOOL PRO 3S COPR,43119,1.5T MAGICOOL PRO 3S COPR-ODU
AC,SPLIT,43000093,1.5T 3DCOL ECO INVTR 3S-W,43099,1.5T 3DCOOL ECO INVERTER 3S-W-ODU
AC,SPLIT,43000084,1.5T MGCL INVTR 3S COPR-W,43090,1.5T MAGICOOL INVERTER 3S COPR-W-ODU
AC,SPLIT,42000173,1.5T 3DCOOL ELITE PRO 3S,42197,1.5T 3DCOOL ELITE PRO 3S COPR INV-I
AC,SPLIT,42000154,1.5T MAGICOOL PRO 3S COPR,42178,1.5T MAGICOOL PRO 3S COPR-I
AC,SPLIT,42000139,1.5T 3DCOL ECO INVTR 3S-W,42158,1.5T 3DCOOL ECO INVERTER 3S-W-I
AC,SPLIT,42000130,1.5T MGCL INVTR 3S COPR-W,42149,1.5T MAGICOOL INVERTER 3S COPR-W-I
AC,SPLIT,41000182,1.5T 3DCOOL ELITE PRO 3S,41220,1.5T 3DCOOL ELITE PRO 3S COPR INV
AC,SPLIT,41000167,1.5T MAGICOOL PRO 3S COPR,41199,1.5T MAGICOOL PRO 3S COPR INV
AC,SPLIT,41000149,1.5T 3DCOL ECO INVTR 3S-W,41176,1.5T 3DCOOL ECO INVERTER 3S-W
AC,SPLIT,41000140,1.5T MGCL INVTR 3S COPR-W,41167,1.5T MAGICOOL INVERTER 3S COPR-W
AC,SPLIT,43000072,1.5T 3D COOL INVTER 5S -,43078,1.5T 3D COOL INVERTER 5S - WHT-ODU
AC,SPLIT,42000113,1.5T 3D COOL INVTER 5S -,42132,1.5T 3D COOL INVERTER 5S - WHT-I
AC,SPLIT,41000125,1.5T 3D COOL INVTER 5S -,41152,1.5T 3D COOL INVERTER 5S - WHT
AC,SPLIT,43000140,1.5T MAGICOOL PRO 5S COPR,43151,1.5T MAGICOOL PRO 5S COPR INV (N)-O
AC,SPLIT,43000113,1.5T MAGICOOL PRO 5S COPR,43124,1.5T MAGICOOL PRO 5S COPR INV-O
AC,SPLIT,42000187,1.5T MAGICOOL PRO 5S COPR,42211,1.5T MAGICOOL PRO 5S COPR INV (N)-I
AC,SPLIT,42000159,1.5T MAGICOOL PRO 5S COPR,42183,1.5T MAGICOOL PRO 5S COPR INV-I
AC,SPLIT,41000196,1.5T MAGICOOL PRO 5S COPR,41234,1.5T MAGICOOL PRO 5S COPR INV (N)
AC,SPLIT,41000169,1.5T MAGICOOL PRO 5S COPR,41201,1.5T MAGICOOL PRO 5S COPR INV
AC,SPLIT,43000146,2.0T MAGICOOL PRO+ 3S COP,43157,2.0T MAGICOOL PRO+ 3S COPR INV-O
AC,SPLIT,43000141,2.0T MAGICOOL PRO 3S COPR,43152,2.0T MAGICOOL PRO 3S COPR INV (N)-O
AC,SPLIT,42000197,2.0T MAGICOOL PRO+ 3S COP,42221,2.0T MAGICOOL PRO+ 3S COPR INV-I
AC,SPLIT,42000188,2.0T MAGICOOL PRO 3S COPR,42212,2.0T MAGICOOL PRO 3S COPR INV (N)-I
AC,SPLIT,41000202,2.0T MGC PRO+ 3S COPR INV,41245,2.0T MAGICOOL PRO+ 3S COPR INV
AC,SPLIT,41000197,2.0T MAGICOOL PRO 3S COPR,41235,2.0T MAGICOOL PRO 3S COPR INV (N)
AC,SPLIT,43000115,1.0T 3D COOL SWING PRO 3S,43126,1.0T 3D COOL SWING PRO 3S COPR INV-O
AC,SPLIT,43000088,1.0T 3DCOL INVTR 3S COPR-,43094,1.0T 3DCOOL INVERTER 3S COPR-W-ODU
AC,SPLIT,42000161,1.0T 3D COOL SWING PRO 3S,42185,1.0T 3D COOL SWING PRO 3S COPR INV-I
AC,SPLIT,42000134,1.0T 3DCOL INVTR 3S COPR-,42153,1.0T 3DCOOL INVERTER 3S COPR-W-I
AC,SPLIT,41000171,1.0T 3D COOL SWING PRO 3S,41203,1.0T 3D COOL SWING PRO 3S COPR INV
AC,SPLIT,41000144,1.0T 3DCOL INVTR 3S COPR-,41171,1.0T 3DCOOL INVERTER 3S COPR-W
AC,SPLIT,43000116,1.5T 3D COOL SWING PRO 3S,43127,1.5T 3D COOL SWING PRO 3S COPR INV-O
AC,SPLIT,43000090,1.5T 3DCOL INVTR 3S COPR-,43096,1.5T 3DCOOL INVERTER 3S COPR-W-ODU
AC,SPLIT,42000162,1.5T 3D COOL SWING PRO 3S,42186,1.5T 3D COOL SWING PRO 3S COPR INV-I
AC,SPLIT,42000136,1.5T 3DCOL INVTR 3S COPR-,42155,1.5T 3DCOOL INVERTER 3S COPR-W-I
AC,SPLIT,41000172,1.5T 3D COOL SWING PRO 3S,41204,1.5T 3D COOL SWING PRO 3S COPR INV
AC,SPLIT,41000146,1.5T 3DCOL INVTR 3S COPR-,41173,1.5T 3DCOOL INVERTER 3S COPR-W
AC,SPLIT,43000117,1.0T 3D COOL WIFI PRO 3S,43128,1.0T 3D COOL WIFI PRO 3S COPR INV-O
AC,SPLIT,43000096,1.0T 3DCOL WIFI INVTR 3S,43102,1.0T 3DCOOL WiFi INVERTER 3S COPR-W-ODU
AC,SPLIT,42000163,1.0T 3D COOL WIFI PRO 3S,42187,1.0T 3D COOL WIFI PRO 3S COPR INV-I
AC,SPLIT,42000142,1.0T 3DCOL WIFI INVTR 3S,42161,1.0T 3DCOOL WiFi INVERTER 3S COPR-W-I
AC,SPLIT,41000173,1.0T 3D COOL WIFI PRO 3S,41205,1.0T 3D COOL WIFI PRO 3S COPR INV
AC,SPLIT,41000152,1.0T 3DCOL WIFI INVTR 3S,41179,1.0T 3DCOOL WiFi INVERTER 3S COPR-W
AC,SPLIT,43000118,1.5T 3D COOL WIFI PRO 3S,43129,1.5T 3D COOL WIFI PRO 3S COPR INV-O
AC,SPLIT,43000097,1.5T 3DCOL WIFI INVTR 3S,43103,1.5T 3DCOOL WiFi INVERTER 3S COPR-W-ODU
AC,SPLIT,42000164,1.5T 3D COOL WIFI PRO 3S,42188,1.5T 3D COOL WIFI PRO 3S COPR INV-I
AC,SPLIT,42000143,1.5T 3DCOL WIFI INVTR 3S,42162,1.5T 3DCOOL WiFi INVERTER 3S COPR-W-I
AC,SPLIT,41000174,1.5T 3D COOL WIFI PRO 3S,41206,1.5T 3D COOL WIFI PRO 3S COPR INV
AC,SPLIT,41000153,1.5T 3DCOL WIFI INVTR 3S,41180,1.5T 3DCOOL WiFi INVERTER 3S COPR-W
AC,SPLIT,43000119,1.0T 3DCOOL PURAFRESH PRO,43130,1.0T 3DCOOL PURAFRESH PRO 3S COPR INV-O
AC,SPLIT,43000094,1.0T 3DCOL PFRESH INV 3S,43100,1.0T 3DCOOL PURAFRESH INV 3S COPR-W-ODU
AC,SPLIT,42000165,1.0T 3DCOOL PURAFRESH PRO,42189,1.0T 3DCOOL PURAFRESH PRO 3S COPR INV-I
AC,SPLIT,42000140,1.0T 3DCOL PFRESH INV 3S,42159,1.0T 3DCOOL PURAFRESH INV 3S COPR-W-I
AC,SPLIT,41000175,1.0T 3DCOOL PURAFR PRO 3S,41207,1.0T 3DCOOL PURAFRESH PRO 3S COPR INV
AC,SPLIT,41000150,1.0T 3DCOL PFRESH INV 3S,41177,1.0T 3DCOOL PURAFRESH INV 3S COPR
AC,SPLIT,43000120,1.5T 3DCOOL PURAFRESH PRO,43131,1.5T 3DCOOL PURAFRESH PRO 3S COPR INV-O
AC,SPLIT,43000095,1.5T 3DCOL PFRESH INV 3S,43101,1.5T 3DCOOL PURAFRESH INV 3S COPR-W-ODU
AC,SPLIT,42000166,1.5T 3DCOOL PURAFRESH PRO,42190,1.5T 3DCOOL PURAFRESH PRO 3S COPR INV-I
AC,SPLIT,42000141,1.5T 3DCOL PFRESH INV 3S,42160,1.5T 3DCOOL PURAFRESH INV 3S COPR-W-I
AC,SPLIT,41000176,1.5T 3DCOOL PURAFR PRO 3S,41208,1.5T 3DCOOL PURAFRESH PRO 3S COPR INV
AC,SPLIT,41000151,1.5T 3DCOL PFRESH INV 3S,41178,1.5T 3DCOOL PURAFRESH INV 3S COPR
AC,SPLIT,43000082,0.8T MGCL INVTR 3S COPR-W,43088,0.8T MAGICOOL INVERTER 3S COPR-W-ODU
AC,SPLIT,42000128,0.8T MGCL INVTR 3S COPR-W,42147,0.8T MAGICOOL INVERTER 3S COPR-W-I
AC,SPLIT,41000138,0.8T MGCL INVTR 3S COPR-W,41165,0.8T MAGICOOL INVERTER 3S COPR-W
AC,WINDOW,40000025,WAC 2.0 T MAGCL COPR 3S,40030,WAC 2.0 T MAGICOOL COPR 3S)
AC,SPLIT,43000089,1.0T 3DCOL INVTR 5S-W-ODU,43095,1.0T 3DCOOL INVERTER 5S-W-ODU
AC,SPLIT,42000135,1.0T 3DCOL INVTR 5S-W-I,42154,1.0T 3DCOOL INVERTER 5S-W-I
AC,SPLIT,41000145,1.0T 3DCOL INVTR 5S-W,41172,1.0T 3DCOOL INVERTER 5S-W
AC,WINDOW,40000027,WAC 1.5 T MGCL COPR 5S (2,40032,WAC 1.5 T MAGICOOL COPR 5S (20)
AC,WINDOW,40000022,WAC 1.5 T  MGCL  COPR 5S,40028,WAC 1.5 T  MAGICOOL  COPR 5S (N)
AC,WINDOW,40000026,WAC 1.5 T MGCL COPR 3S (2,40031,WAC 1.5 T MAGICOOL COPR 3S (20)
AC,WINDOW,40000023,WAC 1.5 T MAGCL COPR 3S(1,40029,WAC 1.5 T MAGICOOL COPR 3S(19)
AC,WINDOW,40000021,WAC 1.5 T  MGCL  COPR 3S,40027,WAC 1.5 T  MAGICOOL  COPR 3S (N)
AC,WINDOW,40000020,WAC 1.5 T  MGCL COPR 2S (,40026,WAC 1.5 T  MAGICOOL COPR 2S (N)
AC,WINDOW,40000019,WAC 1.2 T  MGCL COPR 5S (,40025,WAC 1.2 T  MAGICOOL COPR 5S (N)
AC,WINDOW,40000018,WAC 1.0 T  MGCL  COPR 5S,40024,WAC 1.0 T  MAGICOOL  COPR 5S (N)
AC,WINDOW,40000017,WAC 1.0 T  MGCL COPR 3S (,40023,WAC 1.0 T  MAGICOOL COPR 3S (N)
AC,WINDOW,40000016,WAC 1.5 T  MGCL  COPR 5S,40022,WAC 1.5 T  MAGICOOL  COPR 5S
AC,SPLIT,40000007,1.5 T MGC CLS II-WAC(N),40011,1.5 T  MAGICOOL CLS II
AC,WINDOW,40000013,WAC 1.5 T  MGCL COPR 2S,40018,WAC 1.5 T  MAGICOOL COPR 2S
AC,SPLIT,43000048,1.5T FANTASIA HOT & COLD,43052,1.5T FANTASIA HOT & COLD - ODU
AC,SPLIT,42000088,1.5T FANTASIA HOT & COLD,42092,1.5T FANTASIA HOT & COLD WHITE-IDU
AC,SPLIT,41000087,1.5T FANTASIA HOT & COLD,41092,1.5T FANTASIA HOT & COLD WHITE
AC,SPLIT,43000058,1T 3DCOL HD COPR 3S - ODU,43062,1T 3DCOOL HD COPR 3S - ODU
AC,SPLIT,42000098,1T 3DC HD COPR 3S -SNOW W,42110,1T 3DCOOL HD COPR 3S -SNOW WHITE -I
AC,SPLIT,41000105,1T 3DC HD COPR 3S -SNOW W,41110,1T 3DCOOL HD COPR 3S -SNOW WHITE
AC,SPLIT,43000114,2.0T MAGICOOL PRO 3S COPR,43125,2.0T MAGICOOL PRO 3S COPR INV-O
AC,SPLIT,42000160,2.0T MAGICOOL PRO 3S COPR,42184,2.0T MAGICOOL PRO 3S COPR INV-I
AC,SPLIT,41000170,2.0T MAGICOOL PRO 3S COPR,41202,2.0T MAGICOOL PRO 3S COPR INV
